Date,Hour,IsDaytime (9-19),Season,WeekDay,CalendarDay,CalendarMonth,CalendarYear,IsWeekend,temperature(C°),Humid temperature (C °),Dew Point Temperature (C °),Relative humidity(%),Wind speed (m / s),Wind direction (degrees),Pressure at station height (hPa),Sea level pressure (hPa),Total amount of clouds,Electricity
01/01/2018,0,0,Winter,2,1,1,2018,0,11.6,8.7,5.4,62,7,190,1010.4,1014.2,5,1.51
01/01/2018,1,0,Winter,2,1,1,2018,0,11.6,8.7,5.4,62,7,190,1010.4,1014.2,5,1.47
01/01/2018,2,0,Winter,2,1,1,2018,0,11.6,8.7,5.4,62,7,190,1010.4,1014.2,5,1.46
01/01/2018,3,0,Winter,2,1,1,2018,0,11.1,9.3,7.4,81,1.5,290,1010.7,1014.5,7,1.46
01/01/2018,4,0,Winter,2,1,1,2018,0,11.1,9.3,7.4,81,1.5,290,1010.7,1014.5,7,1.45
01/01/2018,5,0,Winter,2,1,1,2018,0,11.1,9.3,7.4,81,1.5,290,1010.7,1014.5,7,1.47
01/01/2018,6,0,Winter,2,1,1,2018,0,11.6,9.3,6.7,70,6.5,180,1011.3,1015.1,6,1.45
01/01/2018,7,1,Winter,2,1,1,2018,0,11.6,9.3,6.7,70,6.5,180,1011.3,1015.1,6,1.6
01/01/2018,8,1,Winter,2,1,1,2018,0,11.6,9.3,6.7,70,6.5,180,1011.3,1015.1,6,15.67
01/01/2018,9,1,Winter,2,1,1,2018,0,10.7,10.3,9.9,88,6.5,180,1012.3,1016.1,7,18.84
01/01/2018,10,1,Winter,2,1,1,2018,0,10.7,10.3,9.9,88,6.5,180,1012.3,1016.1,7,19.01
01/01/2018,11,1,Winter,2,1,1,2018,0,10.7,10.3,9.9,88,6.5,180,1012.3,1016.1,7,11.97
01/01/2018,12,1,Winter,2,1,1,2018,0,15.6,14.3,13.3,92,4.5,130,1010.6,1014.4,7,16.06
01/01/2018,13,1,Winter,2,1,1,2018,0,15.6,14.3,13.3,92,4.5,130,1010.6,1014.4,7,17.48
01/01/2018,14,1,Winter,2,1,1,2018,0,15.6,14.3,13.3,92,4.5,130,1010.6,1014.4,7,16.25
01/01/2018,15,1,Winter,2,1,1,2018,0,13.7,13.4,13.1,93,1.5,140,1011.1,1014.9,5,19.35
01/01/2018,16,1,Winter,2,1,1,2018,0,13.7,13.4,13.1,93,1.5,140,1011.1,1014.9,5,12.23
01/01/2018,17,1,Winter,2,1,1,2018,0,13.7,13.4,13.1,93,1.5,140,1011.1,1014.9,5,9.26
01/01/2018,18,1,Winter,2,1,1,2018,0,14.3,13.2,12.3,96,1,130,1012.7,1016.5,4,6.36
01/01/2018,19,1,Winter,2,1,1,2018,0,14.3,13.2,12.3,96,1,130,1012.7,1016.5,4,4.75
01/01/2018,20,0,Winter,2,1,1,2018,0,14.3,13.2,12.3,96,1,130,1012.7,1016.5,4,1.56
01/01/2018,21,0,Winter,2,1,1,2018,0,14.6,14,13.5,96,2.5,340,1013.6,1017.4,8,1.61
01/01/2018,22,0,Winter,2,1,1,2018,0,14.6,14,13.5,96,2.5,340,1013.6,1017.4,8,1.52
01/01/2018,23,0,Winter,2,1,1,2018,0,14.6,14,13.5,96,2.5,340,1013.6,1017.4,8,1.63
02/01/2018,0,0,Winter,3,2,1,2018,0,16.1,13,10.2,66,5.5,270,1013.3,1017,6,1.57
02/01/2018,1,0,Winter,3,2,1,2018,0,16.1,13,10.2,66,5.5,270,1013.3,1017,6,1.61
02/01/2018,2,0,Winter,3,2,1,2018,0,16.1,13,10.2,66,5.5,270,1013.3,1017,6,1.62
02/01/2018,3,0,Winter,3,2,1,2018,0,12.2,11.7,11.3,85,3.5,190,1013.4,1017.2,6,1.58
02/01/2018,4,0,Winter,3,2,1,2018,0,12.2,11.7,11.3,85,3.5,190,1013.4,1017.2,6,1.6
02/01/2018,5,0,Winter,3,2,1,2018,0,12.2,11.7,11.3,85,3.5,190,1013.4,1017.2,6,1.58
02/01/2018,6,0,Winter,3,2,1,2018,0,12,11.7,11.4,91,3,160,1014.5,1018.3,7,1.6
02/01/2018,7,1,Winter,3,2,1,2018,0,12,11.7,11.4,91,3,160,1014.5,1018.3,7,1.55
02/01/2018,8,1,Winter,3,2,1,2018,0,12,11.7,11.4,91,3,160,1014.5,1018.3,7,16.25
02/01/2018,9,1,Winter,3,2,1,2018,0,13.5,12.8,12.2,80,3.5,170,1014.8,1018.5,7,29.94
02/01/2018,10,1,Winter,3,2,1,2018,0,13.5,12.8,12.2,80,3.5,170,1014.8,1018.5,7,25.76
02/01/2018,11,1,Winter,3,2,1,2018,0,13.5,12.8,12.2,80,3.5,170,1014.8,1018.5,7,22.76
02/01/2018,12,1,Winter,3,2,1,2018,0,16.6,15,13.7,79,3,190,1013.4,1017.1,7,13.78
02/01/2018,13,1,Winter,3,2,1,2018,0,16.6,15,13.7,79,3,190,1013.4,1017.1,7,20.7
02/01/2018,14,1,Winter,3,2,1,2018,0,16.6,15,13.7,79,3,190,1013.4,1017.1,7,21.55
02/01/2018,15,1,Winter,3,2,1,2018,0,16.7,14.6,13,71,4.5,250,1014.3,1018,7,21.58
02/01/2018,16,1,Winter,3,2,1,2018,0,16.7,14.6,13,71,4.5,250,1014.3,1018,7,25.61
02/01/2018,17,1,Winter,3,2,1,2018,0,16.7,14.6,13,71,4.5,250,1014.3,1018,7,17.86
02/01/2018,18,1,Winter,3,2,1,2018,0,14.5,13.3,12.4,77,2,200,1015.4,1019.1,6,5.88
02/01/2018,19,1,Winter,3,2,1,2018,0,14.5,13.3,12.4,77,2,200,1015.4,1019.1,6,1.48
02/01/2018,20,0,Winter,3,2,1,2018,0,14.5,13.3,12.4,77,2,200,1015.4,1019.1,6,1.51
02/01/2018,21,0,Winter,3,2,1,2018,0,12.9,11.6,10.4,74,3,180,1015.4,1019.1,7,1.53
02/01/2018,22,0,Winter,3,2,1,2018,0,12.9,11.6,10.4,74,3,180,1015.4,1019.1,7,1.45
02/01/2018,23,0,Winter,3,2,1,2018,0,12.9,11.6,10.4,74,3,180,1015.4,1019.1,7,1.52
03/01/2018,0,0,Winter,4,3,1,2018,0,11.5,10.4,9.2,71,3.5,170,1014.7,1018.5,5,1.49
03/01/2018,1,0,Winter,4,3,1,2018,0,11.5,10.4,9.2,71,3.5,170,1014.7,1018.5,5,1.54
03/01/2018,2,0,Winter,4,3,1,2018,0,11.5,10.4,9.2,71,3.5,170,1014.7,1018.5,5,1.51
03/01/2018,3,0,Winter,4,3,1,2018,0,10.2,9.3,8.5,72,2.5,180,1014.6,1018.4,2,1.47
03/01/2018,4,0,Winter,4,3,1,2018,0,10.2,9.3,8.5,72,2.5,180,1014.6,1018.4,2,1.5
03/01/2018,5,0,Winter,4,3,1,2018,0,10.2,9.3,8.5,72,2.5,180,1014.6,1018.4,2,1.54
03/01/2018,6,0,Winter,4,3,1,2018,0,11.5,10.2,8.9,75,1.5,160,1015.3,1019.1,5,1.46
03/01/2018,7,1,Winter,4,3,1,2018,0,11.5,10.2,8.9,75,1.5,160,1015.3,1019.1,5,1.5
03/01/2018,8,1,Winter,4,3,1,2018,0,11.5,10.2,8.9,75,1.5,160,1015.3,1019.1,5,9.69
03/01/2018,9,1,Winter,4,3,1,2018,0,17.5,13.3,9.6,54,4,180,1014.4,1018.1,6,22.68
03/01/2018,10,1,Winter,4,3,1,2018,0,17.5,13.3,9.6,54,4,180,1014.4,1018.1,6,27.81
03/01/2018,11,1,Winter,4,3,1,2018,0,17.5,13.3,9.6,54,4,180,1014.4,1018.1,6,23.68
03/01/2018,12,1,Winter,4,3,1,2018,0,18.4,13.4,8.9,52,4.5,260,1012.4,1016.1,6,12.46
03/01/2018,13,1,Winter,4,3,1,2018,0,18.4,13.4,8.9,52,4.5,260,1012.4,1016.1,6,24.43
03/01/2018,14,1,Winter,4,3,1,2018,0,18.4,13.4,8.9,52,4.5,260,1012.4,1016.1,6,18.95
03/01/2018,15,1,Winter,4,3,1,2018,0,16,13,10.3,64,2,240,1012.1,1015.8,5,19.29
03/01/2018,16,1,Winter,4,3,1,2018,0,16,13,10.3,64,2,240,1012.1,1015.8,5,23.9
03/01/2018,17,1,Winter,4,3,1,2018,0,16,13,10.3,64,2,240,1012.1,1015.8,5,8.3
03/01/2018,18,1,Winter,4,3,1,2018,0,13.3,11.9,10.7,79,2,120,1012.8,1016.6,3,5.68
03/01/2018,19,1,Winter,4,3,1,2018,0,13.3,11.9,10.7,79,2,120,1012.8,1016.6,3,2.62
03/01/2018,20,0,Winter,4,3,1,2018,0,13.3,11.9,10.7,79,2,120,1012.8,1016.6,3,1.92
03/01/2018,21,0,Winter,4,3,1,2018,0,11.4,10.7,10,83,2,130,1012.2,1016,6,1.94
03/01/2018,22,0,Winter,4,3,1,2018,0,11.4,10.7,10,83,2,130,1012.2,1016,6,1.91
03/01/2018,23,0,Winter,4,3,1,2018,0,11.4,10.7,10,83,2,130,1012.2,1016,6,1.91
04/01/2018,0,0,Winter,5,4,1,2018,0,10.9,9.6,8.3,86,1.5,130,1010.5,1014.3,2,2.01
04/01/2018,1,0,Winter,5,4,1,2018,0,10.9,9.6,8.3,86,1.5,130,1010.5,1014.3,2,1.92
04/01/2018,2,0,Winter,5,4,1,2018,0,10.9,9.6,8.3,86,1.5,130,1010.5,1014.3,2,1.93
04/01/2018,3,0,Winter,5,4,1,2018,0,10.9,9.9,8.8,70,4,170,1009.1,1012.8,5,1.92
04/01/2018,4,0,Winter,5,4,1,2018,0,10.9,9.9,8.8,70,4,170,1009.1,1012.8,5,1.9
04/01/2018,5,0,Winter,5,4,1,2018,0,10.9,9.9,8.8,70,4,170,1009.1,1012.8,5,1.9
04/01/2018,6,0,Winter,5,4,1,2018,0,12.6,10.4,8.3,65,6,180,1009.1,1012.8,4,1.89
04/01/2018,7,1,Winter,5,4,1,2018,0,12.6,10.4,8.3,65,6,180,1009.1,1012.8,4,1.9
04/01/2018,8,1,Winter,5,4,1,2018,0,12.6,10.4,8.3,65,6,180,1009.1,1012.8,4,20.04
04/01/2018,9,1,Winter,5,4,1,2018,0,15.7,11.8,7.9,60,7.5,210,1009,1012.7,7,30.21
04/01/2018,10,1,Winter,5,4,1,2018,0,15.7,11.8,7.9,60,7.5,210,1009,1012.7,7,30.43
04/01/2018,11,1,Winter,5,4,1,2018,0,15.7,11.8,7.9,60,7.5,210,1009,1012.7,7,26.26
04/01/2018,12,1,Winter,5,4,1,2018,0,16.9,11.8,6.6,55,10,220,1007.7,1011.4,7,24.98
04/01/2018,13,1,Winter,5,4,1,2018,0,16.9,11.8,6.6,55,10,220,1007.7,1011.4,7,19.31
04/01/2018,14,1,Winter,5,4,1,2018,0,16.9,11.8,6.6,55,10,220,1007.7,1011.4,7,23.22
04/01/2018,15,1,Winter,5,4,1,2018,0,16.3,11.8,7.2,62,6.5,220,1007.1,1010.8,8,24.31
04/01/2018,16,1,Winter,5,4,1,2018,0,16.3,11.8,7.2,62,6.5,220,1007.1,1010.8,8,17.35
04/01/2018,17,1,Winter,5,4,1,2018,0,16.3,11.8,7.2,62,6.5,220,1007.1,1010.8,8,18.14
04/01/2018,18,1,Winter,5,4,1,2018,0,15.3,11.3,7.3,59,6,190,1007.1,1010.8,7,3.81
04/01/2018,19,1,Winter,5,4,1,2018,0,15.3,11.3,7.3,59,6,190,1007.1,1010.8,7,1.55
04/01/2018,20,0,Winter,5,4,1,2018,0,15.3,11.3,7.3,59,6,190,1007.1,1010.8,7,1.66
04/01/2018,21,0,Winter,5,4,1,2018,0,14,10.2,6.1,56,7.5,190,1007,1010.7,6,1.64
04/01/2018,22,0,Winter,5,4,1,2018,0,14,10.2,6.1,56,7.5,190,1007,1010.7,6,1.54
04/01/2018,23,0,Winter,5,4,1,2018,0,14,10.2,6.1,56,7.5,190,1007,1010.7,6,1.54
05/01/2018,0,0,Winter,6,5,1,2018,1,13.6,10.3,6.7,64,8.5,190,1004.6,1008.3,8,1.59
05/01/2018,1,0,Winter,6,5,1,2018,1,13.6,10.3,6.7,64,8.5,190,1004.6,1008.3,8,1.54
05/01/2018,2,0,Winter,6,5,1,2018,1,13.6,10.3,6.7,64,8.5,190,1004.6,1008.3,8,1.55
05/01/2018,3,0,Winter,6,5,1,2018,1,12.1,10.5,8.9,82,7.5,180,1002.3,1006,8,1.54
05/01/2018,4,0,Winter,6,5,1,2018,1,12.1,10.5,8.9,82,7.5,180,1002.3,1006,8,1.55
05/01/2018,5,0,Winter,6,5,1,2018,1,12.1,10.5,8.9,82,7.5,180,1002.3,1006,8,1.51
05/01/2018,6,0,Winter,6,5,1,2018,1,13,11.7,10.5,82,7,190,1002.1,1005.8,7,1.57
05/01/2018,7,1,Winter,6,5,1,2018,1,13,11.7,10.5,82,7,190,1002.1,1005.8,7,1.52
05/01/2018,8,1,Winter,6,5,1,2018,1,13,11.7,10.5,82,7,190,1002.1,1005.8,7,4.76
05/01/2018,9,1,Winter,6,5,1,2018,1,15,13.1,11.4,83,9.5,210,1001.5,1005.2,8,3.46
05/01/2018,10,1,Winter,6,5,1,2018,1,15,13.1,11.4,83,9.5,210,1001.5,1005.2,8,1.87
05/01/2018,11,1,Winter,6,5,1,2018,1,15,13.1,11.4,83,9.5,210,1001.5,1005.2,8,2.06
05/01/2018,12,1,Winter,6,5,1,2018,1,13.8,13.4,13,86,12.5,230,1001.2,1004.9,8,1.88
05/01/2018,13,1,Winter,6,5,1,2018,1,13.8,13.4,13,86,12.5,230,1001.2,1004.9,8,1.83
05/01/2018,14,1,Winter,6,5,1,2018,1,13.8,13.4,13,86,12.5,230,1001.2,1004.9,8,1.88
05/01/2018,15,1,Winter,6,5,1,2018,1,14.3,13.9,13.5,75,6,260,1003.2,1006.9,7,1.85
05/01/2018,16,1,Winter,6,5,1,2018,1,14.3,13.9,13.5,75,6,260,1003.2,1006.9,7,1.86
05/01/2018,17,1,Winter,6,5,1,2018,1,14.3,13.9,13.5,75,6,260,1003.2,1006.9,7,1.9
05/01/2018,18,1,Winter,6,5,1,2018,1,15.3,14.2,13.3,80,4.5,270,1005.5,1009.2,7,1.87
05/01/2018,19,1,Winter,6,5,1,2018,1,15.3,14.2,13.3,80,4.5,270,1005.5,1009.2,7,1.9
05/01/2018,20,0,Winter,6,5,1,2018,1,15.3,14.2,13.3,80,4.5,270,1005.5,1009.2,7,1.87
05/01/2018,21,0,Winter,6,5,1,2018,1,16.4,14.1,12.3,69,5.5,270,1007.3,1011,4,1.86
05/01/2018,22,0,Winter,6,5,1,2018,1,16.4,14.1,12.3,69,5.5,270,1007.3,1011,4,1.88
05/01/2018,23,0,Winter,6,5,1,2018,1,16.4,14.1,12.3,69,5.5,270,1007.3,1011,4,1.86
06/01/2018,0,0,Winter,7,6,1,2018,1,16.5,13.8,11.6,78,3.5,260,1008.1,1011.8,5,1.9
06/01/2018,1,0,Winter,7,6,1,2018,1,16.5,13.8,11.6,78,3.5,260,1008.1,1011.8,5,1.88
06/01/2018,2,0,Winter,7,6,1,2018,1,16.5,13.8,11.6,78,3.5,260,1008.1,1011.8,5,1.9
06/01/2018,3,0,Winter,7,6,1,2018,1,16.1,14,12.3,76,3,300,1009,1012.7,5,1.88
06/01/2018,4,0,Winter,7,6,1,2018,1,16.1,14,12.3,76,3,300,1009,1012.7,5,1.9
06/01/2018,5,0,Winter,7,6,1,2018,1,16.1,14,12.3,76,3,300,1009,1012.7,5,1.83
06/01/2018,6,0,Winter,7,6,1,2018,1,15.6,14.2,13.1,82,1,70,1011.6,1015.3,5,1.87
06/01/2018,7,1,Winter,7,6,1,2018,1,15.6,14.2,13.1,82,1,70,1011.6,1015.3,5,1.91
06/01/2018,8,1,Winter,7,6,1,2018,1,15.6,14.2,13.1,82,1,70,1011.6,1015.3,5,1.86
06/01/2018,9,1,Winter,7,6,1,2018,1,17.9,15.7,14,65,2.5,340,1012.7,1016.4,7,1.91
06/01/2018,10,1,Winter,7,6,1,2018,1,17.9,15.7,14,65,2.5,340,1012.7,1016.4,7,2.2
06/01/2018,11,1,Winter,7,6,1,2018,1,17.9,15.7,14,65,2.5,340,1012.7,1016.4,7,3.33
06/01/2018,12,1,Winter,7,6,1,2018,1,18,14.8,12.2,60,2,340,1013.1,1016.8,4,2.38
06/01/2018,13,1,Winter,7,6,1,2018,1,18,14.8,12.2,60,2,340,1013.1,1016.8,4,2.39
06/01/2018,14,1,Winter,7,6,1,2018,1,18,14.8,12.2,60,2,340,1013.1,1016.8,4,2.38
06/01/2018,15,1,Winter,7,6,1,2018,1,16.2,13.7,11.6,72,2,330,1015,1018.7,6,2.33
06/01/2018,16,1,Winter,7,6,1,2018,1,16.2,13.7,11.6,72,2,330,1015,1018.7,6,2.36
06/01/2018,17,1,Winter,7,6,1,2018,1,16.2,13.7,11.6,72,2,330,1015,1018.7,6,2.39
06/01/2018,18,1,Winter,7,6,1,2018,1,13.6,12.7,12,88,1.5,130,1017,1020.8,4,2.35
06/01/2018,19,1,Winter,7,6,1,2018,1,13.6,12.7,12,88,1.5,130,1017,1020.8,4,2.34
06/01/2018,20,0,Winter,7,6,1,2018,1,13.6,12.7,12,88,1.5,130,1017,1020.8,4,2.33
06/01/2018,21,0,Winter,7,6,1,2018,1,12.2,12,11.7,92,0,0,1018.2,1022,0,2.35
06/01/2018,22,0,Winter,7,6,1,2018,1,12.2,12,11.7,92,0,0,1018.2,1022,0,2.33
06/01/2018,23,0,Winter,7,6,1,2018,1,12.2,12,11.7,92,0,0,1018.2,1022,0,2.33
07/01/2018,0,0,Winter,1,7,1,2018,0,10.9,10.7,10.6,95,2,120,1019.3,1023.1,0,2.36
07/01/2018,1,0,Winter,1,7,1,2018,0,10.9,10.7,10.6,95,2,120,1019.3,1023.1,0,2.36
07/01/2018,2,0,Winter,1,7,1,2018,0,10.9,10.7,10.6,95,2,120,1019.3,1023.1,0,2.36
07/01/2018,3,0,Winter,1,7,1,2018,0,9.5,9.5,9.5,97,1,90,1020.3,1024.1,0,2.34
07/01/2018,4,0,Winter,1,7,1,2018,0,9.5,9.5,9.5,97,1,90,1020.3,1024.1,0,5.18
07/01/2018,5,0,Winter,1,7,1,2018,0,9.5,9.5,9.5,97,1,90,1020.3,1024.1,0,8.21
07/01/2018,6,0,Winter,1,7,1,2018,0,10.7,10.4,10.1,97,1,100,1022.1,1025.9,0,8.2
07/01/2018,7,1,Winter,1,7,1,2018,0,10.7,10.4,10.1,97,1,100,1022.1,1025.9,0,9.85
07/01/2018,8,1,Winter,1,7,1,2018,0,10.7,10.4,10.1,97,1,100,1022.1,1025.9,0,17.37
07/01/2018,9,1,Winter,1,7,1,2018,0,17.8,14.2,11.1,62,0.5,150,1021.9,1025.6,0,27.39
07/01/2018,10,1,Winter,1,7,1,2018,0,17.8,14.2,11.1,62,0.5,150,1021.9,1025.6,0,28.9
07/01/2018,11,1,Winter,1,7,1,2018,0,17.8,14.2,11.1,62,0.5,150,1021.9,1025.6,0,28.55
07/01/2018,12,1,Winter,1,7,1,2018,0,18.6,14.9,11.9,60,3.5,320,1021.1,1024.8,2,26.84
07/01/2018,13,1,Winter,1,7,1,2018,0,18.6,14.9,11.9,60,3.5,320,1021.1,1024.8,2,17.48
07/01/2018,14,1,Winter,1,7,1,2018,0,18.6,14.9,11.9,60,3.5,320,1021.1,1024.8,2,26.68
07/01/2018,15,1,Winter,1,7,1,2018,0,15.7,13.7,11.9,64,2.5,340,1022,1025.7,0,24.33
07/01/2018,16,1,Winter,1,7,1,2018,0,15.7,13.7,11.9,64,2.5,340,1022,1025.7,0,25.5
07/01/2018,17,1,Winter,1,7,1,2018,0,15.7,13.7,11.9,64,2.5,340,1022,1025.7,0,26.95
07/01/2018,18,1,Winter,1,7,1,2018,0,13.3,11.8,10.5,69,2,50,1023.6,1027.4,0,21.31
07/01/2018,19,1,Winter,1,7,1,2018,0,13.3,11.8,10.5,69,2,50,1023.6,1027.4,0,12.64
07/01/2018,20,0,Winter,1,7,1,2018,0,13.3,11.8,10.5,69,2,50,1023.6,1027.4,0,15.4
07/01/2018,21,0,Winter,1,7,1,2018,0,10.4,9.9,9.3,89,0.5,10,1024,1027.8,0,9.54
07/01/2018,22,0,Winter,1,7,1,2018,0,10.4,9.9,9.3,89,0.5,10,1024,1027.8,0,3.03
07/01/2018,23,0,Winter,1,7,1,2018,0,10.4,9.9,9.3,89,0.5,10,1024,1027.8,0,3.38
08/01/2018,0,0,Winter,2,8,1,2018,0,8.9,8.4,7.8,92,1.5,70,1023.7,1027.6,0,3.36
08/01/2018,1,0,Winter,2,8,1,2018,0,8.9,8.4,7.8,92,1.5,70,1023.7,1027.6,0,3.36
08/01/2018,2,0,Winter,2,8,1,2018,0,8.9,8.4,7.8,92,1.5,70,1023.7,1027.6,0,3.42
08/01/2018,3,0,Winter,2,8,1,2018,0,9.5,8.5,7.3,93,1.5,110,1023.9,1027.8,0,3.33
08/01/2018,4,0,Winter,2,8,1,2018,0,9.5,8.5,7.3,93,1.5,110,1023.9,1027.8,0,3.39
08/01/2018,5,0,Winter,2,8,1,2018,0,9.5,8.5,7.3,93,1.5,110,1023.9,1027.8,0,3.36
08/01/2018,6,0,Winter,2,8,1,2018,0,11.5,9.5,7.4,90,0.5,90,1025.4,1029.3,0,3.41
08/01/2018,7,1,Winter,2,8,1,2018,0,11.5,9.5,7.4,90,0.5,90,1025.4,1029.3,0,4.88
08/01/2018,8,1,Winter,2,8,1,2018,0,11.5,9.5,7.4,90,0.5,90,1025.4,1029.3,0,13.32
08/01/2018,9,1,Winter,2,8,1,2018,0,19.7,13.1,6.3,44,0.5,180,1024.6,1028.3,0,20.23
08/01/2018,10,1,Winter,2,8,1,2018,0,19.7,13.1,6.3,44,0.5,180,1024.6,1028.3,0,30.76
08/01/2018,11,1,Winter,2,8,1,2018,0,19.7,13.1,6.3,44,0.5,180,1024.6,1028.3,0,31.37
08/01/2018,12,1,Winter,2,8,1,2018,0,19.8,13.5,7.5,42,3.5,350,1022,1025.7,0,19.25
08/01/2018,13,1,Winter,2,8,1,2018,0,19.8,13.5,7.5,42,3.5,350,1022,1025.7,0,26.3
08/01/2018,14,1,Winter,2,8,1,2018,0,19.8,13.5,7.5,42,3.5,350,1022,1025.7,0,23
08/01/2018,15,1,Winter,2,8,1,2018,0,15.8,11.9,8,49,2.5,350,1023,1026.7,0,22.71
08/01/2018,16,1,Winter,2,8,1,2018,0,15.8,11.9,8,49,2.5,350,1023,1026.7,0,26.07
08/01/2018,17,1,Winter,2,8,1,2018,0,15.8,11.9,8,49,2.5,350,1023,1026.7,0,20.47
08/01/2018,18,1,Winter,2,8,1,2018,0,11.6,9.8,8.1,71,0.5,10,1024.2,1028,0,10.71
08/01/2018,19,1,Winter,2,8,1,2018,0,11.6,9.8,8.1,71,0.5,10,1024.2,1028,0,5.25
08/01/2018,20,0,Winter,2,8,1,2018,0,11.6,9.8,8.1,71,0.5,10,1024.2,1028,0,1.86
08/01/2018,21,0,Winter,2,8,1,2018,0,9.7,8.7,7.6,86,1,100,1024.1,1027.9,0,1.78
08/01/2018,22,0,Winter,2,8,1,2018,0,9.7,8.7,7.6,86,1,100,1024.1,1027.9,0,1.76
08/01/2018,23,0,Winter,2,8,1,2018,0,9.7,8.7,7.6,86,1,100,1024.1,1027.9,0,1.74
09/01/2018,0,0,Winter,3,9,1,2018,0,8.2,7.2,6,90,1.5,120,1023.3,1027.2,0,1.75
09/01/2018,1,0,Winter,3,9,1,2018,0,8.2,7.2,6,90,1.5,120,1023.3,1027.2,0,1.74
09/01/2018,2,0,Winter,3,9,1,2018,0,8.2,7.2,6,90,1.5,120,1023.3,1027.2,0,1.81
09/01/2018,3,0,Winter,3,9,1,2018,0,7.2,6.3,5.2,93,1,110,1024,1027.9,0,1.7
09/01/2018,4,0,Winter,3,9,1,2018,0,7.2,6.3,5.2,93,1,110,1024,1027.9,0,1.76
09/01/2018,5,0,Winter,3,9,1,2018,0,7.2,6.3,5.2,93,1,110,1024,1027.9,0,1.71
09/01/2018,6,0,Winter,3,9,1,2018,0,10.9,9.3,7.4,87,0.5,110,1024.5,1028.4,1,1.73
09/01/2018,7,1,Winter,3,9,1,2018,0,10.9,9.3,7.4,87,0.5,110,1024.5,1028.4,1,1.71
09/01/2018,8,1,Winter,3,9,1,2018,0,10.9,9.3,7.4,87,0.5,110,1024.5,1028.4,1,15.28
09/01/2018,9,1,Winter,3,9,1,2018,0,18.3,14.6,11.6,61,2,290,1023.9,1027.6,5,30.56
09/01/2018,10,1,Winter,3,9,1,2018,0,18.3,14.6,11.6,61,2,290,1023.9,1027.6,5,26.66
09/01/2018,11,1,Winter,3,9,1,2018,0,18.3,14.6,11.6,61,2,290,1023.9,1027.6,5,31.47
09/01/2018,12,1,Winter,3,9,1,2018,0,18.5,14.6,11.3,58,3.5,340,1022,1025.7,4,29.25
09/01/2018,13,1,Winter,3,9,1,2018,0,18.5,14.6,11.3,58,3.5,340,1022,1025.7,4,33.33
09/01/2018,14,1,Winter,3,9,1,2018,0,18.5,14.6,11.3,58,3.5,340,1022,1025.7,4,31.71
09/01/2018,15,1,Winter,3,9,1,2018,0,16,13.5,11.4,64,1.5,310,1021.7,1025.4,3,32.54
09/01/2018,16,1,Winter,3,9,1,2018,0,16,13.5,11.4,64,1.5,310,1021.7,1025.4,3,32.87
09/01/2018,17,1,Winter,3,9,1,2018,0,16,13.5,11.4,64,1.5,310,1021.7,1025.4,3,31.29
09/01/2018,18,1,Winter,3,9,1,2018,0,12.1,11.4,10.7,84,0,0,1022.4,1026.2,2,23.47
09/01/2018,19,1,Winter,3,9,1,2018,0,12.1,11.4,10.7,84,0,0,1022.4,1026.2,2,18.22
09/01/2018,20,0,Winter,3,9,1,2018,0,12.1,11.4,10.7,84,0,0,1022.4,1026.2,2,17
09/01/2018,21,0,Winter,3,9,1,2018,0,11.7,11.2,10.6,88,1,90,1022.5,1026.3,5,5.22
09/01/2018,22,0,Winter,3,9,1,2018,0,11.7,11.2,10.6,88,1,90,1022.5,1026.3,5,1.79
09/01/2018,23,0,Winter,3,9,1,2018,0,11.7,11.2,10.6,88,1,90,1022.5,1026.3,5,1.71
10/01/2018,0,0,Winter,4,10,1,2018,0,11.6,11.1,10.5,88,1,140,1021.5,1025.3,5,1.67
10/01/2018,1,0,Winter,4,10,1,2018,0,11.6,11.1,10.5,88,1,140,1021.5,1025.3,5,1.68
10/01/2018,2,0,Winter,4,10,1,2018,0,11.6,11.1,10.5,88,1,140,1021.5,1025.3,5,1.66
10/01/2018,3,0,Winter,4,10,1,2018,0,11.9,11.2,10.5,86,1.5,100,1020.3,1024.1,7,1.67
10/01/2018,4,0,Winter,4,10,1,2018,0,11.9,11.2,10.5,86,1.5,100,1020.3,1024.1,7,1.66
10/01/2018,5,0,Winter,4,10,1,2018,0,11.9,11.2,10.5,86,1.5,100,1020.3,1024.1,7,1.68
10/01/2018,6,0,Winter,4,10,1,2018,0,12.1,11.1,10.2,81,2,150,1020.8,1024.6,6,1.71
10/01/2018,7,1,Winter,4,10,1,2018,0,12.1,11.1,10.2,81,2,150,1020.8,1024.6,6,2.74
10/01/2018,8,1,Winter,4,10,1,2018,0,12.1,11.1,10.2,81,2,150,1020.8,1024.6,6,14.29
10/01/2018,9,1,Winter,4,10,1,2018,0,18.6,14,9.9,56,2.5,40,1020.4,1024.1,6,29.18
10/01/2018,10,1,Winter,4,10,1,2018,0,18.6,14,9.9,56,2.5,40,1020.4,1024.1,6,29.61
10/01/2018,11,1,Winter,4,10,1,2018,0,18.6,14,9.9,56,2.5,40,1020.4,1024.1,6,30.06
10/01/2018,12,1,Winter,4,10,1,2018,0,19.1,14.3,10.1,53,3.5,20,1017.5,1021.2,2,20
10/01/2018,13,1,Winter,4,10,1,2018,0,19.1,14.3,10.1,53,3.5,20,1017.5,1021.2,2,30.19
